test_id,PM2.5,PM10,O3
wanshouxigong_aq#17,58,174,44
wanshouxigong_aq#18,53,135,43
wanshouxigong_aq#19,54,120,39
wanshouxigong_aq#20,53,117,41
wanshouxigong_aq#21,54,126,41
wanshouxigong_aq#22,58,177,37
wanshouxigong_aq#23,62,146,34
aotizhongxin_aq#0,61,121,41
aotizhongxin_aq#1,75,119,45
aotizhongxin_aq#2,76,103,57
aotizhongxin_aq#3,70,93,71
aotizhongxin_aq#4,72,81,84
aotizhongxin_aq#5,67,83,95
aotizhongxin_aq#6,63,97,101
aotizhongxin_aq#7,56,79,114
aotizhongxin_aq#8,61,102,119
aotizhongxin_aq#9,59,112,117
aotizhongxin_aq#10,59,126,114
aotizhongxin_aq#11,65,125,114
aotizhongxin_aq#12,59,141,93
aotizhongxin_aq#13,64,139,89
aotizhongxin_aq#14,64,144,77
aotizhongxin_aq#15,62,175,68
aotizhongxin_aq#16,53,165,53
aotizhongxin_aq#17,59,148,46
aotizhongxin_aq#18,58,130,42
aotizhongxin_aq#19,63,126,36
aotizhongxin_aq#20,61,117,35
aotizhongxin_aq#21,61,106,36
aotizhongxin_aq#22,58,124,33
aotizhongxin_aq#23,62,108,34
nongzhanguan_aq#0,58,119,38
nongzhanguan_aq#1,69,132,42
nongzhanguan_aq#2,75,122,54
nongzhanguan_aq#3,69,132,68
nongzhanguan_aq#4,71,118,82
nongzhanguan_aq#5,70,110,93
nongzhanguan_aq#6,63,101,100
nongzhanguan_aq#7,50,99,109
nongzhanguan_aq#8,60,99,116
nongzhanguan_aq#9,58,119,116
nongzhanguan_aq#10,61,133,120
nongzhanguan_aq#11,67,139,116
nongzhanguan_aq#12,61,146,91
nongzhanguan_aq#13,61,145,82
nongzhanguan_aq#14,58,163,71
nongzhanguan_aq#15,57,184,64
nongzhanguan_aq#16,51,179,52
nongzhanguan_aq#17,53,157,44
nongzhanguan_aq#18,54,146,38
nongzhanguan_aq#19,58,132,35
nongzhanguan_aq#20,58,115,35
nongzhanguan_aq#21,56,110,34
nongzhanguan_aq#22,56,128,29
nongzhanguan_aq#23,60,118,31
wanliu_aq#0,75,124,37
wanliu_aq#1,78,141,47
wanliu_aq#2,73,114,63
wanliu_aq#3,68,118,79
wanliu_aq#4,69,106,91
wanliu_aq#5,68,106,105
wanliu_aq#6,61,92,112
wanliu_aq#7,56,107,122
wanliu_aq#8,62,109,126
wanliu_aq#9,60,113,127
wanliu_aq#10,58,118,122
wanliu_aq#11,60,116,115
wanliu_aq#12,59,128,100
wanliu_aq#13,60,138,88
wanliu_aq#14,61,152,75
wanliu_aq#15,57,156,67
wanliu_aq#16,52,164,56
wanliu_aq#17,56,147,44
wanliu_aq#18,52,130,45
wanliu_aq#19,60,126,37
wanliu_aq#20,59,128,36
wanliu_aq#21,57,116,36
wanliu_aq#22,58,114,30
wanliu_aq#23,66,115,29
beibuxinqu_aq#0,64,152,26
beibuxinqu_aq#1,77,145,38
beibuxinqu_aq#2,72,126,58
beibuxinqu_aq#3,74,142,71
beibuxinqu_aq#4,77,108,81
beibuxinqu_aq#5,70,103,93
beibuxinqu_aq#6,67,103,101
beibuxinqu_aq#7,47,127,114
beibuxinqu_aq#8,53,125,113
beibuxinqu_aq#9,58,131,109
beibuxinqu_aq#10,62,157,109
beibuxinqu_aq#11,69,145,107
beibuxinqu_aq#12,58,166,81
beibuxinqu_aq#13,61,184,71
beibuxinqu_aq#14,68,235,59
beibuxinqu_aq#15,74,232,49
beibuxinqu_aq#16,63,215,39
beibuxinqu_aq#17,61,183,35
beibuxinqu_aq#18,50,144,34
beibuxinqu_aq#19,63,135,26
beibuxinqu_aq#20,66,198,28
beibuxinqu_aq#21,59,132,22
beibuxinqu_aq#22,57,139,20
beibuxinqu_aq#23,61,144,23
zhiwuyuan_aq#0,0,0,0
zhiwuyuan_aq#1,0,0,0
zhiwuyuan_aq#2,0,0,0
zhiwuyuan_aq#3,0,0,0
zhiwuyuan_aq#4,0,0,0
zhiwuyuan_aq#5,0,0,0
zhiwuyuan_aq#6,0,0,0
zhiwuyuan_aq#7,0,0,0
zhiwuyuan_aq#8,0,0,0
zhiwuyuan_aq#9,0,0,0
zhiwuyuan_aq#10,0,0,0
zhiwuyuan_aq#11,0,0,0
zhiwuyuan_aq#12,0,0,0
zhiwuyuan_aq#13,0,0,0
zhiwuyuan_aq#14,0,0,0
zhiwuyuan_aq#15,0,0,0
zhiwuyuan_aq#16,0,0,0
zhiwuyuan_aq#17,0,0,0
zhiwuyuan_aq#18,0,0,0
zhiwuyuan_aq#19,0,0,0
zhiwuyuan_aq#20,0,0,0
zhiwuyuan_aq#21,0,0,0
zhiwuyuan_aq#22,0,0,0
zhiwuyuan_aq#23,0,0,0
fengtaihuayuan_aq#0,67,129,40
fengtaihuayuan_aq#1,79,114,47
fengtaihuayuan_aq#2,83,120,58
fengtaihuayuan_aq#3,78,111,71
fengtaihuayuan_aq#4,85,111,87
fengtaihuayuan_aq#5,78,118,100
fengtaihuayuan_aq#6,73,95,105
fengtaihuayuan_aq#7,60,91,114
fengtaihuayuan_aq#8,65,119,120
fengtaihuayuan_aq#9,62,129,119
fengtaihuayuan_aq#10,64,134,115
fengtaihuayuan_aq#11,71,126,111
fengtaihuayuan_aq#12,70,147,88
fengtaihuayuan_aq#13,70,136,80
fengtaihuayuan_aq#14,68,201,66
fengtaihuayuan_aq#15,67,205,62
fengtaihuayuan_aq#16,59,182,44
fengtaihuayuan_aq#17,62,162,42
fengtaihuayuan_aq#18,60,146,42
fengtaihuayuan_aq#19,63,129,36
fengtaihuayuan_aq#20,66,140,34
fengtaihuayuan_aq#21,65,126,39
fengtaihuayuan_aq#22,64,134,35
fengtaihuayuan_aq#23,71,130,32
yungang_aq#0,64,133,43
yungang_aq#1,82,146,53
yungang_aq#2,82,127,69
yungang_aq#3,72,114,83
yungang_aq#4,61,109,99
yungang_aq#5,60,111,114
yungang_aq#6,56,111,114
yungang_aq#7,60,117,133
yungang_aq#8,69,123,140
yungang_aq#9,64,128,136
yungang_aq#10,64,126,134
yungang_aq#11,70,131,131
yungang_aq#12,79,137,106
yungang_aq#13,73,150,89
yungang_aq#14,71,163,81
yungang_aq#15,71,184,74
yungang_aq#16,59,175,62
yungang_aq#17,64,173,51
yungang_aq#18,60,149,54
yungang_aq#19,62,122,48
yungang_aq#20,62,159,53
yungang_aq#21,61,112,46
yungang_aq#22,60,127,44
yungang_aq#23,62,118,44
gucheng_aq#0,66,133,39
gucheng_aq#1,82,147,52
gucheng_aq#2,76,130,68
gucheng_aq#3,77,125,78
gucheng_aq#4,78,128,95
gucheng_aq#5,77,122,107
gucheng_aq#6,68,102,114
gucheng_aq#7,61,113,124
gucheng_aq#8,72,140,128
gucheng_aq#9,66,122,126
gucheng_aq#10,65,141,118
gucheng_aq#11,74,136,120
gucheng_aq#12,69,161,100
gucheng_aq#13,72,154,84
gucheng_aq#14,70,172,69
gucheng_aq#15,69,175,56
gucheng_aq#16,57,186,46
gucheng_aq#17,62,178,43
gucheng_aq#18,56,140,46
gucheng_aq#19,62,133,36
gucheng_aq#20,65,175,43
gucheng_aq#21,65,148,38
gucheng_aq#22,66,143,35
gucheng_aq#23,68,134,36
fangshan_aq#0,64,151,48
fangshan_aq#1,71,155,55
fangshan_aq#2,74,146,70
fangshan_aq#3,68,145,85
fangshan_aq#4,65,147,99
fangshan_aq#5,62,127,113
fangshan_aq#6,56,118,120
fangshan_aq#7,49,134,126
fangshan_aq#8,58,150,136
fangshan_aq#9,56,136,134
fangshan_aq#10,56,148,130
fangshan_aq#11,64,156,124
fangshan_aq#12,62,176,98
fangshan_aq#13,64,176,87
fangshan_aq#14,63,180,69
fangshan_aq#15,62,201,67
fangshan_aq#16,55,203,55
fangshan_aq#17,59,183,46
fangshan_aq#18,54,169,45
fangshan_aq#19,54,146,40
fangshan_aq#20,56,155,50
fangshan_aq#21,50,132,36
fangshan_aq#22,52,147,34
fangshan_aq#23,56,136,40
daxing_aq#0,50,120,36
daxing_aq#1,61,135,36
daxing_aq#2,61,126,54
daxing_aq#3,59,120,64
daxing_aq#4,60,109,71
daxing_aq#5,55,106,89
daxing_aq#6,55,101,98
daxing_aq#7,49,139,105
daxing_aq#8,54,136,108
daxing_aq#9,49,112,106
daxing_aq#10,48,121,101
daxing_aq#11,62,132,94
daxing_aq#12,61,155,69
daxing_aq#13,64,164,62
daxing_aq#14,60,166,54
daxing_aq#15,55,169,59
daxing_aq#16,50,168,46
daxing_aq#17,61,155,35
daxing_aq#18,46,146,31
daxing_aq#19,46,135,30
daxing_aq#20,44,141,33
daxing_aq#21,41,126,30
daxing_aq#22,42,141,29
daxing_aq#23,49,130,29
yizhuang_aq#0,50,118,43
yizhuang_aq#1,68,131,47
yizhuang_aq#2,65,134,62
yizhuang_aq#3,67,126,76
yizhuang_aq#4,68,124,88
yizhuang_aq#5,63,99,101
yizhuang_aq#6,54,84,104
yizhuang_aq#7,49,101,116
yizhuang_aq#8,56,107,125
yizhuang_aq#9,54,112,125
yizhuang_aq#10,53,121,121
yizhuang_aq#11,71,113,119
yizhuang_aq#12,57,127,93
yizhuang_aq#13,59,134,81
yizhuang_aq#14,54,140,70
yizhuang_aq#15,56,158,68
yizhuang_aq#16,43,161,56
yizhuang_aq#17,46,154,42
yizhuang_aq#18,46,139,37
yizhuang_aq#19,51,128,32
yizhuang_aq#20,52,127,35
yizhuang_aq#21,53,118,30
yizhuang_aq#22,55,131,30
yizhuang_aq#23,54,131,31
tongzhou_aq#0,60,144,46
tongzhou_aq#1,70,145,50
tongzhou_aq#2,70,130,65
tongzhou_aq#3,65,130,79
tongzhou_aq#4,73,111,90
tongzhou_aq#5,69,103,104
tongzhou_aq#6,64,96,108
tongzhou_aq#7,53,108,121
tongzhou_aq#8,63,120,129
tongzhou_aq#9,63,129,130
tongzhou_aq#10,62,146,127
tongzhou_aq#11,66,139,118
tongzhou_aq#12,61,160,96
tongzhou_aq#13,64,166,82
tongzhou_aq#14,67,193,72
tongzhou_aq#15,66,218,63
tongzhou_aq#16,51,200,50
tongzhou_aq#17,67,183,44
tongzhou_aq#18,63,166,44
tongzhou_aq#19,66,138,42
tongzhou_aq#20,65,134,38
tongzhou_aq#21,63,134,37
tongzhou_aq#22,63,142,32
tongzhou_aq#23,60,138,36
shunyi_aq#0,49,131,54
shunyi_aq#1,66,119,59
shunyi_aq#2,66,115,73
shunyi_aq#3,65,100,83
shunyi_aq#4,69,106,94
shunyi_aq#5,68,106,102
shunyi_aq#6,83,74,112
shunyi_aq#7,49,95,116
shunyi_aq#8,64,111,127
shunyi_aq#9,62,112,125
shunyi_aq#10,61,119,120
shunyi_aq#11,69,112,113
shunyi_aq#12,67,140,96
shunyi_aq#13,69,142,82
shunyi_aq#14,57,156,67
shunyi_aq#15,68,155,68
shunyi_aq#16,53,177,63
shunyi_aq#17,56,133,62
shunyi_aq#18,56,121,59
shunyi_aq#19,61,116,53
shunyi_aq#20,58,112,48
shunyi_aq#21,56,109,51
shunyi_aq#22,54,103,45
shunyi_aq#23,54,112,45
pingchang_aq#0,58,102,38
pingchang_aq#1,71,104,50
pingchang_aq#2,67,103,69
pingchang_aq#3,68,101,79
pingchang_aq#4,71,95,86
pingchang_aq#5,71,92,98
pingchang_aq#6,68,86,100
pingchang_aq#7,58,109,110
pingchang_aq#8,65,116,117
pingchang_aq#9,64,120,116
pingchang_aq#10,59,140,118
pingchang_aq#11,65,119,108
pingchang_aq#12,61,134,96
pingchang_aq#13,66,143,88
pingchang_aq#14,58,157,78
pingchang_aq#15,56,154,77
pingchang_aq#16,47,140,68
pingchang_aq#17,52,129,55
pingchang_aq#18,51,104,53
pingchang_aq#19,57,101,43
pingchang_aq#20,53,102,51
pingchang_aq#21,52,91,44
pingchang_aq#22,54,105,35
pingchang_aq#23,60,105,33
mentougou_aq#0,62,122,50
mentougou_aq#1,72,143,57
mentougou_aq#2,67,130,69
mentougou_aq#3,71,102,78
mentougou_aq#4,77,96,90
mentougou_aq#5,72,112,104
mentougou_aq#6,63,100,107
mentougou_aq#7,62,123,117
mentougou_aq#8,71,130,123
mentougou_aq#9,66,124,119
mentougou_aq#10,63,131,114
mentougou_aq#11,70,116,110
mentougou_aq#12,63,142,92
mentougou_aq#13,65,150,73
mentougou_aq#14,67,166,60
mentougou_aq#15,67,174,56
mentougou_aq#16,56,164,53
mentougou_aq#17,55,141,49
mentougou_aq#18,46,118,50
mentougou_aq#19,61,116,47
mentougou_aq#20,63,153,49
mentougou_aq#21,60,100,48
mentougou_aq#22,56,111,45
mentougou_aq#23,58,110,51
pinggu_aq#0,53,112,53
pinggu_aq#1,76,117,62
pinggu_aq#2,75,106,79
pinggu_aq#3,71,90,90
pinggu_aq#4,76,113,100
pinggu_aq#5,75,89,107
pinggu_aq#6,66,99,110
pinggu_aq#7,50,88,122
pinggu_aq#8,65,86,128
pinggu_aq#9,62,97,128
pinggu_aq#10,60,96,126
pinggu_aq#11,68,106,125
pinggu_aq#12,64,115,104
pinggu_aq#13,64,116,94
pinggu_aq#14,61,118,83
pinggu_aq#15,65,121,78
pinggu_aq#16,54,138,72
pinggu_aq#17,60,129,72
pinggu_aq#18,55,110,74
pinggu_aq#19,52,101,68
pinggu_aq#20,61,96,72
pinggu_aq#21,55,82,60
pinggu_aq#22,55,100,53
pinggu_aq#23,58,97,50
huairou_aq#0,50,93,55
huairou_aq#1,65,103,64
huairou_aq#2,63,113,78
huairou_aq#3,60,108,84
huairou_aq#4,64,108,97
huairou_aq#5,64,107,107
huairou_aq#6,59,81,106
huairou_aq#7,53,96,114
huairou_aq#8,65,110,125
huairou_aq#9,63,109,123
huairou_aq#10,63,125,122
huairou_aq#11,69,120,121
huairou_aq#12,66,138,104
huairou_aq#13,63,133,89
huairou_aq#14,51,129,78
huairou_aq#15,60,178,82
huairou_aq#16,46,137,73
huairou_aq#17,51,110,67
huairou_aq#18,48,100,67
huairou_aq#19,55,99,60
huairou_aq#20,53,113,59
huairou_aq#21,52,88,56
huairou_aq#22,51,92,55
huairou_aq#23,53,88,52
miyun_aq#0,55,108,58
miyun_aq#1,77,99,67
miyun_aq#2,67,98,86
miyun_aq#3,66,95,99
miyun_aq#4,62,91,109
miyun_aq#5,66,93,118
miyun_aq#6,45,91,116
miyun_aq#7,57,99,126
miyun_aq#8,68,105,134
miyun_aq#9,53,114,131
miyun_aq#10,63,119,129
miyun_aq#11,68,114,129
miyun_aq#12,64,140,101
miyun_aq#13,58,130,81
miyun_aq#14,50,141,77
miyun_aq#15,58,135,74
miyun_aq#16,46,137,66
miyun_aq#17,55,121,57
miyun_aq#18,51,110,57
miyun_aq#19,58,111,52
miyun_aq#20,57,92,50
miyun_aq#21,56,79,49
miyun_aq#22,59,100,39
miyun_aq#23,60,98,41
yanqin_aq#0,62,127,46
yanqin_aq#1,69,132,56
yanqin_aq#2,62,112,71
yanqin_aq#3,60,111,79
yanqin_aq#4,59,86,92
yanqin_aq#5,49,100,100
yanqin_aq#6,40,101,98
yanqin_aq#7,46,114,106
yanqin_aq#8,62,157,113
yanqin_aq#9,60,148,113
yanqin_aq#10,59,141,111
yanqin_aq#11,64,128,111
yanqin_aq#12,53,154,97
yanqin_aq#13,59,173,89
yanqin_aq#14,56,187,81
yanqin_aq#15,59,176,74
yanqin_aq#16,53,150,63
yanqin_aq#17,56,132,59
yanqin_aq#18,49,124,54
yanqin_aq#19,64,156,53
yanqin_aq#20,59,133,50
yanqin_aq#21,58,110,45
yanqin_aq#22,58,114,41
yanqin_aq#23,61,122,42
dingling_aq#0,57,100,49
dingling_aq#1,69,119,63
dingling_aq#2,68,110,79
dingling_aq#3,69,101,85
dingling_aq#4,74,101,90
dingling_aq#5,70,99,100
dingling_aq#6,66,78,103
dingling_aq#7,59,100,104
dingling_aq#8,69,103,115
dingling_aq#9,67,117,116
dingling_aq#10,63,118,114
dingling_aq#11,65,111,109
dingling_aq#12,56,117,92
dingling_aq#13,57,122,94
dingling_aq#14,48,150,84
dingling_aq#15,54,143,82
dingling_aq#16,43,142,71
dingling_aq#17,49,107,70
dingling_aq#18,48,102,63
dingling_aq#19,54,92,58
dingling_aq#20,53,99,65
dingling_aq#21,52,84,58
dingling_aq#22,51,86,57
dingling_aq#23,56,87,52
badaling_aq#0,64,142,46
badaling_aq#1,72,147,61
badaling_aq#2,60,137,77
badaling_aq#3,51,130,86
badaling_aq#4,57,109,94
badaling_aq#5,52,112,99
badaling_aq#6,48,122,101
badaling_aq#7,61,140,111
badaling_aq#8,71,161,118
badaling_aq#9,68,158,117
badaling_aq#10,64,145,111
badaling_aq#11,78,147,108
badaling_aq#12,55,168,91
badaling_aq#13,56,187,83
badaling_aq#14,62,206,73
badaling_aq#15,66,191,59
badaling_aq#16,57,161,41
badaling_aq#17,58,139,39
badaling_aq#18,56,142,29
badaling_aq#19,73,211,21
badaling_aq#20,65,174,28
badaling_aq#21,64,124,24
badaling_aq#22,63,134,31
badaling_aq#23,63,120,36
miyunshuiku_aq#0,52,84,65
miyunshuiku_aq#1,66,100,70
miyunshuiku_aq#2,65,98,86
miyunshuiku_aq#3,65,90,96
miyunshuiku_aq#4,64,94,109
miyunshuiku_aq#5,59,86,116
miyunshuiku_aq#6,55,92,114
miyunshuiku_aq#7,48,76,121
miyunshuiku_aq#8,61,84,131
miyunshuiku_aq#9,57,103,130
miyunshuiku_aq#10,57,115,133
miyunshuiku_aq#11,64,107,137
miyunshuiku_aq#12,57,135,121
miyunshuiku_aq#13,53,121,111
miyunshuiku_aq#14,47,150,101
miyunshuiku_aq#15,56,174,103
miyunshuiku_aq#16,43,145,85
miyunshuiku_aq#17,51,128,83
miyunshuiku_aq#18,47,109,82
miyunshuiku_aq#19,55,106,76
miyunshuiku_aq#20,54,100,72
miyunshuiku_aq#21,52,89,70
miyunshuiku_aq#22,53,86,63
miyunshuiku_aq#23,55,84,62
donggaocun_aq#0,57,103,68
donggaocun_aq#1,73,103,74
donggaocun_aq#2,70,107,78
donggaocun_aq#3,70,92,83
donggaocun_aq#4,67,105,99
donggaocun_aq#5,50,112,106
donggaocun_aq#6,47,91,111
donggaocun_aq#7,42,94,122
donggaocun_aq#8,58,88,129
donggaocun_aq#9,58,88,130
donggaocun_aq#10,55,93,126
donggaocun_aq#11,60,96,127
donggaocun_aq#12,59,119,107
donggaocun_aq#13,64,119,100
donggaocun_aq#14,53,137,90
donggaocun_aq#15,59,133,84
donggaocun_aq#16,46,139,77
donggaocun_aq#17,53,135,82
donggaocun_aq#18,53,114,84
donggaocun_aq#19,58,93,79
donggaocun_aq#20,58,96,81
donggaocun_aq#21,60,96,68
donggaocun_aq#22,57,94,63
donggaocun_aq#23,64,102,64
yongledian_aq#0,62,159,49
yongledian_aq#1,69,146,59
yongledian_aq#2,70,131,81
yongledian_aq#3,71,134,96
yongledian_aq#4,73,127,107
yongledian_aq#5,69,118,120
yongledian_aq#6,64,120,119
yongledian_aq#7,57,123,144
yongledian_aq#8,65,130,146
yongledian_aq#9,60,122,148
yongledian_aq#10,59,134,142
yongledian_aq#11,67,138,134
yongledian_aq#12,65,160,106
yongledian_aq#13,66,166,83
yongledian_aq#14,65,173,74
yongledian_aq#15,67,186,67
yongledian_aq#16,61,193,48
yongledian_aq#17,66,187,46
yongledian_aq#18,64,169,45
yongledian_aq#19,67,144,41
yongledian_aq#20,66,136,38
yongledian_aq#21,65,139,31
yongledian_aq#22,66,137,28
yongledian_aq#23,67,154,35
yufa_aq#0,64,144,45
yufa_aq#1,80,138,49
yufa_aq#2,80,142,64
yufa_aq#3,78,134,80
yufa_aq#4,81,111,95
yufa_aq#5,76,110,107
yufa_aq#6,63,119,111
yufa_aq#7,61,132,121
yufa_aq#8,64,162,129
yufa_aq#9,61,149,129
yufa_aq#10,62,142,125
yufa_aq#11,78,147,123
yufa_aq#12,76,164,96
yufa_aq#13,74,164,84
yufa_aq#14,72,157,69
yufa_aq#15,66,184,66
yufa_aq#16,57,177,56
yufa_aq#17,55,154,56
yufa_aq#18,57,154,55
yufa_aq#19,59,135,53
yufa_aq#20,58,135,46
yufa_aq#21,60,133,38
yufa_aq#22,61,129,38
yufa_aq#23,65,139,38
liulihe_aq#0,61,169,42
liulihe_aq#1,78,180,51
liulihe_aq#2,73,158,66
liulihe_aq#3,72,148,80
liulihe_aq#4,83,178,89
liulihe_aq#5,72,169,97
liulihe_aq#6,60,127,103
liulihe_aq#7,55,156,113
liulihe_aq#8,63,159,119
liulihe_aq#9,61,160,119
liulihe_aq#10,58,160,114
liulihe_aq#11,69,157,108
liulihe_aq#12,65,162,85
liulihe_aq#13,71,187,65
liulihe_aq#14,75,202,53
liulihe_aq#15,70,193,50
liulihe_aq#16,61,225,45
liulihe_aq#17,61,182,39
liulihe_aq#18,56,195,36
liulihe_aq#19,56,170,29
liulihe_aq#20,55,171,28
liulihe_aq#21,54,162,31
liulihe_aq#22,53,163,30
liulihe_aq#23,60,172,31
qianmen_aq#0,60,127,37
qianmen_aq#1,78,131,39
qianmen_aq#2,78,120,53
qianmen_aq#3,71,113,68
qianmen_aq#4,73,116,79
qianmen_aq#5,72,100,91
qianmen_aq#6,59,98,97
qianmen_aq#7,48,106,107
qianmen_aq#8,58,110,115
qianmen_aq#9,56,120,115
qianmen_aq#10,59,136,109
qianmen_aq#11,68,135,106
qianmen_aq#12,64,147,87
qianmen_aq#13,67,150,77
qianmen_aq#14,61,156,63
qianmen_aq#15,60,177,56
qianmen_aq#16,52,167,47
qianmen_aq#17,57,147,41
qianmen_aq#18,52,129,42
qianmen_aq#19,53,119,40
qianmen_aq#20,56,128,50
qianmen_aq#21,56,113,37
qianmen_aq#22,61,122,30
qianmen_aq#23,66,128,30
yongdingmennei_aq#0,68,132,38
yongdingmennei_aq#1,75,124,43
yongdingmennei_aq#2,81,113,58
yongdingmennei_aq#3,73,98,75
yongdingmennei_aq#4,76,107,89
yongdingmennei_aq#5,76,91,103
yongdingmennei_aq#6,66,104,108
yongdingmennei_aq#7,47,89,119
yongdingmennei_aq#8,60,98,125
yongdingmennei_aq#9,62,115,126
yongdingmennei_aq#10,58,122,119
yongdingmennei_aq#11,64,115,112
yongdingmennei_aq#12,67,128,91
yongdingmennei_aq#13,68,137,78
yongdingmennei_aq#14,65,141,65
yongdingmennei_aq#15,60,170,58
yongdingmennei_aq#16,54,166,49
yongdingmennei_aq#17,55,150,45
yongdingmennei_aq#18,54,123,44
yongdingmennei_aq#19,55,114,38
yongdingmennei_aq#20,57,108,45
yongdingmennei_aq#21,64,101,37
yongdingmennei_aq#22,66,114,32
yongdingmennei_aq#23,71,138,31
xizhimenbei_aq#0,66,128,33
xizhimenbei_aq#1,78,123,36
xizhimenbei_aq#2,81,109,47
xizhimenbei_aq#3,78,108,60
xizhimenbei_aq#4,79,109,69
xizhimenbei_aq#5,76,109,81
xizhimenbei_aq#6,70,88,87
xizhimenbei_aq#7,61,95,96
xizhimenbei_aq#8,68,100,100
xizhimenbei_aq#9,62,113,100
xizhimenbei_aq#10,62,113,91
xizhimenbei_aq#11,72,115,92
xizhimenbei_aq#12,70,127,75
xizhimenbei_aq#13,70,134,71
xizhimenbei_aq#14,66,142,61
xizhimenbei_aq#15,65,163,54
xizhimenbei_aq#16,59,167,44
xizhimenbei_aq#17,60,154,39
xizhimenbei_aq#18,58,124,39
xizhimenbei_aq#19,65,117,33
xizhimenbei_aq#20,67,116,30
xizhimenbei_aq#21,64,110,33
xizhimenbei_aq#22,64,114,28
xizhimenbei_aq#23,72,126,26
nansanhuan_aq#0,66,154,25
nansanhuan_aq#1,81,157,27
nansanhuan_aq#2,85,155,38
nansanhuan_aq#3,75,156,50
nansanhuan_aq#4,86,176,59
nansanhuan_aq#5,85,153,68
nansanhuan_aq#6,61,136,76
nansanhuan_aq#7,56,148,84
nansanhuan_aq#8,62,155,84
nansanhuan_aq#9,61,135,81
nansanhuan_aq#10,60,131,73
nansanhuan_aq#11,68,139,67
nansanhuan_aq#12,65,136,52
nansanhuan_aq#13,68,152,46
nansanhuan_aq#14,66,153,43
nansanhuan_aq#15,61,167,37
nansanhuan_aq#16,55,167,31
nansanhuan_aq#17,61,176,28
nansanhuan_aq#18,65,155,27
nansanhuan_aq#19,70,123,27
nansanhuan_aq#20,63,127,27
nansanhuan_aq#21,65,130,30
nansanhuan_aq#22,67,153,25
nansanhuan_aq#23,77,162,20
dongsihuan_aq#0,61,143,26
dongsihuan_aq#1,75,148,33
dongsihuan_aq#2,74,146,42
dongsihuan_aq#3,66,140,55
dongsihuan_aq#4,74,152,66
dongsihuan_aq#5,58,125,78
dongsihuan_aq#6,61,131,83
dongsihuan_aq#7,52,155,93
dongsihuan_aq#8,58,164,102
dongsihuan_aq#9,53,117,103
dongsihuan_aq#10,56,127,97
