test_id,PM2.5,PM10,O3
aotizhongxin_aq#18,21,52,195
aotizhongxin_aq#19,21,52,195
aotizhongxin_aq#20,21,52,195
aotizhongxin_aq#21,21,52,195
aotizhongxin_aq#22,21,52,195
aotizhongxin_aq#23,21,52,195
nongzhanguan_aq#0,66,105,54
nongzhanguan_aq#1,42,72,84
nongzhanguan_aq#2,24,54,127
nongzhanguan_aq#3,24,55,162
nongzhanguan_aq#4,28,59,198
nongzhanguan_aq#5,28,49,231
nongzhanguan_aq#6,18,28,208
nongzhanguan_aq#7,18,27,203
nongzhanguan_aq#8,21,29,226
nongzhanguan_aq#9,20,48,232
nongzhanguan_aq#10,18,49,218
nongzhanguan_aq#11,19,52,202
nongzhanguan_aq#12,19,52,202
nongzhanguan_aq#13,19,52,202
nongzhanguan_aq#14,19,52,202
nongzhanguan_aq#15,19,52,202
nongzhanguan_aq#16,19,52,202
nongzhanguan_aq#17,19,52,202
nongzhanguan_aq#18,19,52,202
nongzhanguan_aq#19,19,52,202
nongzhanguan_aq#20,19,52,202
nongzhanguan_aq#21,19,52,202
nongzhanguan_aq#22,19,52,202
nongzhanguan_aq#23,19,52,202
wanliu_aq#0,43,105,48
wanliu_aq#1,50,93,88
wanliu_aq#2,40,76,128
wanliu_aq#3,41,60,171
wanliu_aq#4,28,59,198
wanliu_aq#5,33,52,244
wanliu_aq#6,18,23,209
wanliu_aq#7,17,24,201
wanliu_aq#8,36,54,246
wanliu_aq#9,31,70,252
wanliu_aq#10,23,65,236
wanliu_aq#11,23,83,227
wanliu_aq#12,23,83,227
wanliu_aq#13,23,83,227
wanliu_aq#14,23,83,227
wanliu_aq#15,23,83,227
wanliu_aq#16,23,83,227
wanliu_aq#17,23,83,227
wanliu_aq#18,23,83,227
wanliu_aq#19,23,83,227
wanliu_aq#20,23,83,227
wanliu_aq#21,23,83,227
wanliu_aq#22,23,83,227
wanliu_aq#23,23,83,227
beibuxinqu_aq#0,33,115,51
beibuxinqu_aq#1,42,99,89
beibuxinqu_aq#2,36,90,126
beibuxinqu_aq#3,42,61,171
beibuxinqu_aq#4,30,59,200
beibuxinqu_aq#5,21,44,214
beibuxinqu_aq#6,17,20,197
beibuxinqu_aq#7,15,26,189
beibuxinqu_aq#8,19,54,221
beibuxinqu_aq#9,20,78,221
beibuxinqu_aq#10,20,66,220
beibuxinqu_aq#11,20,95,200
beibuxinqu_aq#12,20,95,200
beibuxinqu_aq#13,20,95,200
beibuxinqu_aq#14,20,95,200
beibuxinqu_aq#15,20,95,200
beibuxinqu_aq#16,20,95,200
beibuxinqu_aq#17,20,95,200
beibuxinqu_aq#18,20,95,200
beibuxinqu_aq#19,20,95,200
beibuxinqu_aq#20,20,95,200
beibuxinqu_aq#21,20,95,200
beibuxinqu_aq#22,20,95,200
beibuxinqu_aq#23,20,95,200
zhiwuyuan_aq#0,33,118,54
zhiwuyuan_aq#1,44,110,94
zhiwuyuan_aq#2,40,94,125
zhiwuyuan_aq#3,39,67,169
zhiwuyuan_aq#4,38,61,201
zhiwuyuan_aq#5,21,45,213
zhiwuyuan_aq#6,17,24,198
zhiwuyuan_aq#7,16,29,192
zhiwuyuan_aq#8,19,54,221
zhiwuyuan_aq#9,18,76,217
zhiwuyuan_aq#10,20,65,222
zhiwuyuan_aq#11,20,95,200
zhiwuyuan_aq#12,20,95,200
zhiwuyuan_aq#13,20,95,200
zhiwuyuan_aq#14,20,95,200
zhiwuyuan_aq#15,20,95,200
zhiwuyuan_aq#16,20,95,200
zhiwuyuan_aq#17,20,95,200
zhiwuyuan_aq#18,20,95,200
zhiwuyuan_aq#19,20,95,200
zhiwuyuan_aq#20,20,95,200
zhiwuyuan_aq#21,20,95,200
zhiwuyuan_aq#22,20,95,200
zhiwuyuan_aq#23,20,95,200
fengtaihuayuan_aq#0,44,114,65
fengtaihuayuan_aq#1,50,100,94
fengtaihuayuan_aq#2,38,87,123
fengtaihuayuan_aq#3,38,68,171
fengtaihuayuan_aq#4,41,63,205
fengtaihuayuan_aq#5,28,54,226
fengtaihuayuan_aq#6,24,41,228
fengtaihuayuan_aq#7,29,42,232
fengtaihuayuan_aq#8,13,51,229
fengtaihuayuan_aq#9,18,50,222
fengtaihuayuan_aq#10,20,50,227
fengtaihuayuan_aq#11,16,66,200
fengtaihuayuan_aq#12,16,66,200
fengtaihuayuan_aq#13,16,66,200
fengtaihuayuan_aq#14,16,66,200
fengtaihuayuan_aq#15,16,66,200
fengtaihuayuan_aq#16,16,66,200
fengtaihuayuan_aq#17,16,66,200
fengtaihuayuan_aq#18,16,66,200
fengtaihuayuan_aq#19,16,66,200
fengtaihuayuan_aq#20,16,66,200
fengtaihuayuan_aq#21,16,66,200
fengtaihuayuan_aq#22,16,66,200
fengtaihuayuan_aq#23,16,66,200
yungang_aq#0,42,93,66
yungang_aq#1,45,86,94
yungang_aq#2,41,76,125
yungang_aq#3,37,64,169
yungang_aq#4,40,63,203
yungang_aq#5,28,54,224
yungang_aq#6,22,37,205
yungang_aq#7,22,35,206
yungang_aq#8,18,45,217
yungang_aq#9,20,46,218
yungang_aq#10,21,45,214
yungang_aq#11,19,54,197
yungang_aq#12,19,54,197
yungang_aq#13,19,54,197
yungang_aq#14,19,54,197
yungang_aq#15,19,54,197
yungang_aq#16,19,54,197
yungang_aq#17,19,54,197
yungang_aq#18,19,54,197
yungang_aq#19,19,54,197
yungang_aq#20,19,54,197
yungang_aq#21,19,54,197
yungang_aq#22,19,54,197
yungang_aq#23,19,54,197
gucheng_aq#0,42,94,70
gucheng_aq#1,46,79,102
gucheng_aq#2,47,69,128
gucheng_aq#3,36,50,178
gucheng_aq#4,37,54,209
gucheng_aq#5,32,62,232
gucheng_aq#6,26,34,214
gucheng_aq#7,23,33,216
gucheng_aq#8,19,47,230
gucheng_aq#9,21,48,233
gucheng_aq#10,23,48,224
gucheng_aq#11,24,57,204
gucheng_aq#12,24,57,204
gucheng_aq#13,24,57,204
gucheng_aq#14,24,57,204
gucheng_aq#15,24,57,204
gucheng_aq#16,24,57,204
gucheng_aq#17,24,57,204
gucheng_aq#18,24,57,204
gucheng_aq#19,24,57,204
gucheng_aq#20,24,57,204
gucheng_aq#21,24,57,204
gucheng_aq#22,24,57,204
gucheng_aq#23,24,57,204
fangshan_aq#0,50,146,61
fangshan_aq#1,50,99,104
fangshan_aq#2,56,87,133
fangshan_aq#3,48,84,191
fangshan_aq#4,45,84,218
fangshan_aq#5,35,69,239
fangshan_aq#6,24,38,230
fangshan_aq#7,22,38,233
fangshan_aq#8,23,57,248
fangshan_aq#9,21,61,250
fangshan_aq#10,20,68,242
fangshan_aq#11,19,69,208
fangshan_aq#12,19,69,208
fangshan_aq#13,19,69,208
fangshan_aq#14,19,69,208
fangshan_aq#15,19,69,208
fangshan_aq#16,19,69,208
fangshan_aq#17,19,69,208
fangshan_aq#18,19,69,208
fangshan_aq#19,19,69,208
fangshan_aq#20,19,69,208
fangshan_aq#21,19,69,208
fangshan_aq#22,19,69,208
fangshan_aq#23,19,69,208
daxing_aq#0,57,161,46
daxing_aq#1,69,129,89
daxing_aq#2,79,120,114
daxing_aq#3,66,102,167
daxing_aq#4,45,86,216
daxing_aq#5,35,69,239
daxing_aq#6,16,27,207
daxing_aq#7,12,33,210
daxing_aq#8,17,68,224
daxing_aq#9,18,57,221
daxing_aq#10,15,60,217
daxing_aq#11,19,74,199
daxing_aq#12,19,74,199
daxing_aq#13,19,74,199
daxing_aq#14,19,74,199
daxing_aq#15,19,74,199
daxing_aq#16,19,74,199
daxing_aq#17,19,74,199
daxing_aq#18,19,74,199
daxing_aq#19,19,74,199
daxing_aq#20,19,74,199
daxing_aq#21,19,74,199
daxing_aq#22,19,74,199
daxing_aq#23,19,74,199
yizhuang_aq#0,57,115,39
yizhuang_aq#1,56,112,78
yizhuang_aq#2,61,114,108
yizhuang_aq#3,54,97,151
yizhuang_aq#4,31,82,174
yizhuang_aq#5,26,61,202
yizhuang_aq#6,16,25,207
yizhuang_aq#7,15,27,210
yizhuang_aq#8,16,49,223
yizhuang_aq#9,13,43,222
yizhuang_aq#10,14,47,221
yizhuang_aq#11,16,56,193
yizhuang_aq#12,16,56,193
yizhuang_aq#13,16,56,193
yizhuang_aq#14,16,56,193
yizhuang_aq#15,16,56,193
yizhuang_aq#16,16,56,193
yizhuang_aq#17,16,56,193
yizhuang_aq#18,16,56,193
yizhuang_aq#19,16,56,193
yizhuang_aq#20,16,56,193
yizhuang_aq#21,16,56,193
yizhuang_aq#22,16,56,193
yizhuang_aq#23,16,56,193
tongzhou_aq#0,53,135,40
tongzhou_aq#1,52,127,82
tongzhou_aq#2,39,97,119
tongzhou_aq#3,33,78,156
tongzhou_aq#4,28,78,176
tongzhou_aq#5,22,65,207
tongzhou_aq#6,15,35,205
tongzhou_aq#7,14,36,215
tongzhou_aq#8,14,44,224
tongzhou_aq#9,12,55,225
tongzhou_aq#10,13,61,219
tongzhou_aq#11,13,53,190
tongzhou_aq#12,13,53,190
tongzhou_aq#13,13,53,190
tongzhou_aq#14,13,53,190
tongzhou_aq#15,13,53,190
tongzhou_aq#16,13,53,190
tongzhou_aq#17,13,53,190
tongzhou_aq#18,13,53,190
tongzhou_aq#19,13,53,190
tongzhou_aq#20,13,53,190
tongzhou_aq#21,13,53,190
tongzhou_aq#22,13,53,190
tongzhou_aq#23,13,53,190
shunyi_aq#0,21,48,64
shunyi_aq#1,27,68,111
shunyi_aq#2,21,53,150
shunyi_aq#3,21,58,183
shunyi_aq#4,21,44,232
shunyi_aq#5,20,54,242
shunyi_aq#6,16,34,230
shunyi_aq#7,13,27,222
shunyi_aq#8,15,33,220
shunyi_aq#9,15,38,231
shunyi_aq#10,18,48,247
shunyi_aq#11,19,70,214
shunyi_aq#12,19,70,214
shunyi_aq#13,19,70,214
shunyi_aq#14,19,70,214
shunyi_aq#15,19,70,214
shunyi_aq#16,19,70,214
shunyi_aq#17,19,70,214
shunyi_aq#18,19,70,214
shunyi_aq#19,19,70,214
shunyi_aq#20,19,70,214
shunyi_aq#21,19,70,214
shunyi_aq#22,19,70,214
shunyi_aq#23,19,70,214
pingchang_aq#0,26,55,84
pingchang_aq#1,28,65,106
pingchang_aq#2,21,56,133
pingchang_aq#3,21,62,174
pingchang_aq#4,22,47,222
pingchang_aq#5,18,56,246
pingchang_aq#6,17,34,230
pingchang_aq#7,14,31,222
pingchang_aq#8,17,61,223
pingchang_aq#9,22,62,244
pingchang_aq#10,20,54,248
pingchang_aq#11,22,67,229
pingchang_aq#12,22,67,229
pingchang_aq#13,22,67,229
pingchang_aq#14,22,67,229
pingchang_aq#15,22,67,229
pingchang_aq#16,22,67,229
pingchang_aq#17,22,67,229
pingchang_aq#18,22,67,229
pingchang_aq#19,22,67,229
pingchang_aq#20,22,67,229
pingchang_aq#21,22,67,229
pingchang_aq#22,22,67,229
pingchang_aq#23,22,67,229
mentougou_aq#0,16,46,104
mentougou_aq#1,30,71,116
mentougou_aq#2,27,71,126
mentougou_aq#3,30,81,175
mentougou_aq#4,26,59,218
mentougou_aq#5,21,58,231
mentougou_aq#6,20,35,223
mentougou_aq#7,18,33,218
mentougou_aq#8,21,56,224
mentougou_aq#9,22,56,234
mentougou_aq#10,21,55,233
mentougou_aq#11,20,64,208
mentougou_aq#12,20,64,208
mentougou_aq#13,20,64,208
mentougou_aq#14,20,64,208
mentougou_aq#15,20,64,208
mentougou_aq#16,20,64,208
mentougou_aq#17,20,64,208
mentougou_aq#18,20,64,208
mentougou_aq#19,20,64,208
mentougou_aq#20,20,64,208
mentougou_aq#21,20,64,208
mentougou_aq#22,20,64,208
mentougou_aq#23,20,64,208
pinggu_aq#0,20,34,96
pinggu_aq#1,23,60,127
pinggu_aq#2,29,68,149
pinggu_aq#3,30,67,206
pinggu_aq#4,27,49,227
pinggu_aq#5,22,56,233
pinggu_aq#6,20,35,223
pinggu_aq#7,18,33,218
pinggu_aq#8,18,51,232
pinggu_aq#9,15,43,240
pinggu_aq#10,16,44,232
pinggu_aq#11,19,66,219
pinggu_aq#12,19,66,219
pinggu_aq#13,19,66,219
pinggu_aq#14,19,66,219
pinggu_aq#15,19,66,219
pinggu_aq#16,19,66,219
pinggu_aq#17,19,66,219
pinggu_aq#18,19,66,219
pinggu_aq#19,19,66,219
pinggu_aq#20,19,66,219
pinggu_aq#21,19,66,219
pinggu_aq#22,19,66,219
pinggu_aq#23,19,66,219
huairou_aq#0,17,38,92
huairou_aq#1,19,56,106
huairou_aq#2,20,50,138
huairou_aq#3,20,37,162
huairou_aq#4,19,56,193
huairou_aq#5,20,37,190
huairou_aq#6,16,38,181
huairou_aq#7,16,24,183
huairou_aq#8,15,32,188
huairou_aq#9,11,36,192
huairou_aq#10,8,27,194
huairou_aq#11,14,59,222
huairou_aq#12,14,59,222
huairou_aq#13,14,59,222
huairou_aq#14,14,59,222
huairou_aq#15,14,59,222
huairou_aq#16,14,59,222
huairou_aq#17,14,59,222
huairou_aq#18,14,59,222
huairou_aq#19,14,59,222
huairou_aq#20,14,59,222
huairou_aq#21,14,59,222
huairou_aq#22,14,59,222
huairou_aq#23,14,59,222
miyun_aq#0,21,57,56
miyun_aq#1,16,57,88
miyun_aq#2,18,48,118
miyun_aq#3,19,27,154
miyun_aq#4,25,40,173
miyun_aq#5,22,37,175
miyun_aq#6,15,43,165
miyun_aq#7,16,24,174
miyun_aq#8,14,22,176
miyun_aq#9,12,33,182
miyun_aq#10,6,24,188
miyun_aq#11,13,64,231
miyun_aq#12,13,64,231
miyun_aq#13,13,64,231
miyun_aq#14,13,64,231
miyun_aq#15,13,64,231
miyun_aq#16,13,64,231
miyun_aq#17,13,64,231
miyun_aq#18,13,64,231
miyun_aq#19,13,64,231
miyun_aq#20,13,64,231
miyun_aq#21,13,64,231
miyun_aq#22,13,64,231
miyun_aq#23,13,64,231
yanqin_aq#0,29,81,47
yanqin_aq#1,21,76,62
yanqin_aq#2,16,64,93
yanqin_aq#3,15,49,132
yanqin_aq#4,20,43,155
yanqin_aq#5,21,37,169
yanqin_aq#6,13,46,158
yanqin_aq#7,19,28,166
yanqin_aq#8,13,21,172
yanqin_aq#9,24,42,186
yanqin_aq#10,15,48,208
yanqin_aq#11,19,68,237
yanqin_aq#12,19,68,237
yanqin_aq#13,19,68,237
yanqin_aq#14,19,68,237
yanqin_aq#15,19,68,237
yanqin_aq#16,19,68,237
yanqin_aq#17,19,68,237
yanqin_aq#18,19,68,237
yanqin_aq#19,19,68,237
yanqin_aq#20,19,68,237
yanqin_aq#21,19,68,237
yanqin_aq#22,19,68,237
yanqin_aq#23,19,68,237
dingling_aq#0,17,50,73
dingling_aq#1,18,65,86
dingling_aq#2,12,48,118
dingling_aq#3,17,66,112
dingling_aq#4,20,48,158
dingling_aq#5,19,36,169
dingling_aq#6,9,36,157
dingling_aq#7,12,24,156
dingling_aq#8,13,32,169
dingling_aq#9,25,46,186
dingling_aq#10,16,51,215
dingling_aq#11,26,69,230
dingling_aq#12,26,69,230
dingling_aq#13,26,69,230
dingling_aq#14,26,69,230
dingling_aq#15,26,69,230
dingling_aq#16,26,69,230
dingling_aq#17,26,69,230
dingling_aq#18,26,69,230
dingling_aq#19,26,69,230
dingling_aq#20,26,69,230
dingling_aq#21,26,69,230
dingling_aq#22,26,69,230
dingling_aq#23,26,69,230
badaling_aq#0,22,68,56
badaling_aq#1,27,60,70
badaling_aq#2,26,57,97
badaling_aq#3,21,61,113
badaling_aq#4,21,55,116
badaling_aq#5,21,46,127
badaling_aq#6,24,39,121
badaling_aq#7,30,54,126
badaling_aq#8,37,79,146
badaling_aq#9,50,75,167
badaling_aq#10,41,75,194
badaling_aq#11,44,86,204
badaling_aq#12,44,86,204
badaling_aq#13,44,86,204
badaling_aq#14,44,86,204
badaling_aq#15,44,86,204
badaling_aq#16,44,86,204
badaling_aq#17,44,86,204
badaling_aq#18,44,86,204
badaling_aq#19,44,86,204
badaling_aq#20,44,86,204
badaling_aq#21,44,86,204
badaling_aq#22,44,86,204
badaling_aq#23,44,86,204
miyunshuiku_aq#0,14,36,91
miyunshuiku_aq#1,29,49,105
miyunshuiku_aq#2,21,47,131
miyunshuiku_aq#3,20,41,155
miyunshuiku_aq#4,17,39,177
miyunshuiku_aq#5,16,30,210
miyunshuiku_aq#6,16,24,194
miyunshuiku_aq#7,14,25,194
miyunshuiku_aq#8,10,25,207
miyunshuiku_aq#9,12,33,228
miyunshuiku_aq#10,16,43,233
miyunshuiku_aq#11,25,57,223
miyunshuiku_aq#12,25,57,223
miyunshuiku_aq#13,25,57,223
miyunshuiku_aq#14,25,57,223
miyunshuiku_aq#15,25,57,223
miyunshuiku_aq#16,25,57,223
miyunshuiku_aq#17,25,57,223
miyunshuiku_aq#18,25,57,223
miyunshuiku_aq#19,25,57,223
miyunshuiku_aq#20,25,57,223
miyunshuiku_aq#21,25,57,223
miyunshuiku_aq#22,25,57,223
miyunshuiku_aq#23,25,57,223
donggaocun_aq#0,31,65,74
donggaocun_aq#1,41,61,101
donggaocun_aq#2,31,54,128
donggaocun_aq#3,33,58,169
donggaocun_aq#4,23,44,191
donggaocun_aq#5,24,44,204
donggaocun_aq#6,24,45,197
donggaocun_aq#7,18,39,180
donggaocun_aq#8,12,45,197
donggaocun_aq#9,13,32,201
donggaocun_aq#10,17,44,196
donggaocun_aq#11,14,48,187
donggaocun_aq#12,14,48,187
donggaocun_aq#13,14,48,187
donggaocun_aq#14,14,48,187
donggaocun_aq#15,14,48,187
donggaocun_aq#16,14,48,187
donggaocun_aq#17,14,48,187
donggaocun_aq#18,14,48,187
donggaocun_aq#19,14,48,187
donggaocun_aq#20,14,48,187
donggaocun_aq#21,14,48,187
donggaocun_aq#22,14,48,187
donggaocun_aq#23,14,48,187
yongledian_aq#0,85,130,35
yongledian_aq#1,74,92,73
yongledian_aq#2,69,87,115
yongledian_aq#3,66,75,156
yongledian_aq#4,30,50,198
yongledian_aq#5,32,52,212
yongledian_aq#6,33,52,208
yongledian_aq#7,27,42,187
yongledian_aq#8,17,48,201
yongledian_aq#9,16,39,201
yongledian_aq#10,22,53,202
yongledian_aq#11,16,70,185
yongledian_aq#12,16,70,185
yongledian_aq#13,16,70,185
yongledian_aq#14,16,70,185
yongledian_aq#15,16,70,185
yongledian_aq#16,16,70,185
yongledian_aq#17,16,70,185
yongledian_aq#18,16,70,185
yongledian_aq#19,16,70,185
yongledian_aq#20,16,70,185
yongledian_aq#21,16,70,185
yongledian_aq#22,16,70,185
yongledian_aq#23,16,70,185
yufa_aq#0,68,159,34
yufa_aq#1,66,128,88
yufa_aq#2,67,110,120
yufa_aq#3,70,87,158
yufa_aq#4,42,66,200
yufa_aq#5,40,66,219
yufa_aq#6,40,64,218
yufa_aq#7,35,48,200
yufa_aq#8,20,50,201
yufa_aq#9,17,45,192
yufa_aq#10,25,65,183
yufa_aq#11,18,82,189
yufa_aq#12,18,82,189
yufa_aq#13,18,82,189
yufa_aq#14,18,82,189
yufa_aq#15,18,82,189
yufa_aq#16,18,82,189
yufa_aq#17,18,82,189
yufa_aq#18,18,82,189
yufa_aq#19,18,82,189
yufa_aq#20,18,82,189
yufa_aq#21,18,82,189
yufa_aq#22,18,82,189
yufa_aq#23,18,82,189
liulihe_aq#0,47,127,64
liulihe_aq#1,44,120,109
liulihe_aq#2,49,154,137
liulihe_aq#3,59,155,179
liulihe_aq#4,43,83,223
liulihe_aq#5,41,81,243
liulihe_aq#6,36,72,243
liulihe_aq#7,22,41,217
liulihe_aq#8,14,50,216
liulihe_aq#9,13,40,208
liulihe_aq#10,21,54,206
liulihe_aq#11,27,94,212
liulihe_aq#12,27,94,212
liulihe_aq#13,27,94,212
liulihe_aq#14,27,94,212
liulihe_aq#15,27,94,212
liulihe_aq#16,27,94,212
liulihe_aq#17,27,94,212
liulihe_aq#18,27,94,212
liulihe_aq#19,27,94,212
liulihe_aq#20,27,94,212
liulihe_aq#21,27,94,212
liulihe_aq#22,27,94,212
liulihe_aq#23,27,94,212
qianmen_aq#0,56,123,45
qianmen_aq#1,44,90,95
qianmen_aq#2,39,93,127
qianmen_aq#3,42,92,151
qianmen_aq#4,33,49,183
qianmen_aq#5,30,40,207
qianmen_aq#6,30,38,207
qianmen_aq#7,21,30,185
qianmen_aq#8,24,54,198
qianmen_aq#9,30,44,196
qianmen_aq#10,22,34,186
qianmen_aq#11,31,75,187
qianmen_aq#12,31,75,187
qianmen_aq#13,31,75,187
qianmen_aq#14,31,75,187
qianmen_aq#15,31,75,187
qianmen_aq#16,31,75,187
qianmen_aq#17,31,75,187
qianmen_aq#18,31,75,187
qianmen_aq#19,31,75,187
qianmen_aq#20,31,75,187
qianmen_aq#21,31,75,187
qianmen_aq#22,31,75,187
qianmen_aq#23,31,75,187
yongdingmennei_aq#0,58,147,37
yongdingmennei_aq#1,56,88,78
yongdingmennei_aq#2,42,83,121
yongdingmennei_aq#3,39,74,146
yongdingmennei_aq#4,32,43,186
yongdingmennei_aq#5,32,37,205
yongdingmennei_aq#6,32,39,206
yongdingmennei_aq#7,29,56,190
yongdingmennei_aq#8,25,52,210
yongdingmennei_aq#9,26,54,205
yongdingmennei_aq#10,23,37,189
yongdingmennei_aq#11,24,70,194
yongdingmennei_aq#12,24,70,194
yongdingmennei_aq#13,24,70,194
yongdingmennei_aq#14,24,70,194
yongdingmennei_aq#15,24,70,194
yongdingmennei_aq#16,24,70,194
yongdingmennei_aq#17,24,70,194
yongdingmennei_aq#18,24,70,194
yongdingmennei_aq#19,24,70,194
yongdingmennei_aq#20,24,70,194
yongdingmennei_aq#21,24,70,194
yongdingmennei_aq#22,24,70,194
yongdingmennei_aq#23,24,70,194
xizhimenbei_aq#0,58,147,37
xizhimenbei_aq#1,68,94,66
xizhimenbei_aq#2,62,74,92
xizhimenbei_aq#3,43,65,139
xizhimenbei_aq#4,30,47,187
xizhimenbei_aq#5,31,45,202
xizhimenbei_aq#6,31,45,202
xizhimenbei_aq#7,22,44,187
xizhimenbei_aq#8,23,48,202
xizhimenbei_aq#9,23,64,193
xizhimenbei_aq#10,22,55,173
xizhimenbei_aq#11,24,76,158
xizhimenbei_aq#12,24,76,158
xizhimenbei_aq#13,24,76,158
xizhimenbei_aq#14,24,76,158
xizhimenbei_aq#15,24,76,158
xizhimenbei_aq#16,24,76,158
xizhimenbei_aq#17,24,76,158
xizhimenbei_aq#18,24,76,158
xizhimenbei_aq#19,24,76,158
xizhimenbei_aq#20,24,76,158
xizhimenbei_aq#21,24,76,158
xizhimenbei_aq#22,24,76,158
xizhimenbei_aq#23,24,76,158
nansanhuan_aq#0,87,127,30
nansanhuan_aq#1,76,100,60
nansanhuan_aq#2,62,74,92
nansanhuan_aq#3,59,67,128
nansanhuan_aq#4,27,66,154
nansanhuan_aq#5,21,62,158
nansanhuan_aq#6,17,62,151
nansanhuan_aq#7,16,50,144
nansanhuan_aq#8,16,54,159
nansanhuan_aq#9,16,66,158
nansanhuan_aq#10,13,64,139
nansanhuan_aq#11,15,64,143
nansanhuan_aq#12,15,64,143
nansanhuan_aq#13,15,64,143
nansanhuan_aq#14,15,64,143
nansanhuan_aq#15,15,64,143
nansanhuan_aq#16,15,64,143
nansanhuan_aq#17,15,64,143
nansanhuan_aq#18,15,64,143
nansanhuan_aq#19,15,64,143
nansanhuan_aq#20,15,64,143
nansanhuan_aq#21,15,64,143
nansanhuan_aq#22,15,64,143
nansanhuan_aq#23,15,64,143
dongsihuan_aq#0,100,135,29
dongsihuan_aq#1,72,95,64
dongsihuan_aq#2,48,62,93
dongsihuan_aq#3,53,68,132
dongsihuan_aq#4,54,66,184
dongsihuan_aq#5,54,56,206
dongsihuan_aq#6,51,53,198
dongsihuan_aq#7,47,52,192
dongsihuan_aq#8,48,50,210
dongsihuan_aq#9,43,47,215
dongsihuan_aq#10,43,48,213
